Pack														Map													Zone																																																																																									Connections													
Field count							Options																					Type					Restrictions				Player towns					Neutral towns					Town types										Minimum mines							Mine Density							Terrain											Monsters													Treasure									Options												Zones		Options							Restrictions			
																											4	x				15	1	8	2	8	4		1			2				x	x	x	x				x	x	x	x	3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	ground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		60 -60		x		d1 d2 d3 d6 d7 d8 d9	3		0	x	2	14	15000			+	ground			1	8	2	8	
																											5			x		7	1	8	2	8																						1		1	1	1	2									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	100001	900000	10	15001	100000	10	10000	15000	15	ground	+25 0 d 10000 d 3 +17 62 d 10000 d 3 +17 63 d 10000 d 3 +17 65 d 10000 d 2 -17 64 +146 3 d 10000 d 5 		-20 20	x	x			4		0	x	3	19	15000			+	ground			1	8	2	8	
																											6	x				15	1	8	2	8	5		1			2				x	x	x	x	x	x	x	x	x	x	x	3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	ground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		-20 -150		x		d1 d2 d3 d4 d8 d7 d9	3		0	x	3	21	15000			+	ground			1	8	2	8	
																											7	x				15	1	8	2	8	6		1			2				x				x	x	x					3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	underground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		150 20		x		d1 d2 d3 d4 d8 d6 d9	3		0	x	4	11	15000			+	ground			1	8	2	8	
																											8	x				15	1	8	2	8	7		1			2				x				x	x	x					3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	underground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		-190 20		x		d1 d2 d3 d4 d6 d7 d9	3		0	x	4	20	15000			+	ground			1	8	2	8	
																											9	x				15	1	8	2	8	8		1			2				x				x	x	x					3	1	3	1	1	1	2								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	5	3000	6000	10	500	3000	30	underground	-16 2 -16 6 -16 23 -16 26 -16 28 -16 30 -16 31 -25 0 -7 0 +76 0 500 d d d +12 0 500 d d d +101 0 500 d d d +79 6 500 d d d 		-20 190		x		d1 d2 d3 d4 d8 d7 d6	3		0	x	5	23	100000				ground			1	8	2	8	
																											10			x		7	1	8	2	8																						1		1	1	1	2									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	100001	900000	10	15001	100000	10	10000	15000	15	underground	+25 0 d 10000 d 3 +17 62 d 10000 d 3 +17 63 d 10000 d 3 +17 65 d 10000 d 2 -17 64 +146 3 d 10000 d 5 		110 -30	x	x			4		0	x	5	24	100000				ground			1	8	2	8	
																											11			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		0 -60		x			3		0	x	5	25	100000				ground			1	8	2	8	
																											12			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-40 -60		x			3		0	x	5	26	100000				ground			1	8	2	8	
																											13			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		60 40		x			3		0	x	6	26	40000			+				1	8	2	8	
																											14			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-100 0		x			3		0	x	6	29	15000			+				1	8	2	8	
																											19			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-100 40		x			3		0	x	7	24	40000			+				1	8	2	8	
																											20			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		60 0		x			3		0	x	7	28	15000			+				1	8	2	8	
																											21			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-40 100		x			3		0	x	8	25	40000			+				1	8	2	8	
																											22			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		0 100		x			3		0	x	8	27	15000			+				1	8	2	8	
																											23			x		7	1	8	2	8																					1	1	1	1	1	1	2										x								x	strong		x	x	x	x	x	x	x	x	x	x	x	25001	40000	3	12001	25000	8	500	12000	25	ground	-25 0 -7 0 +17 65 d 10000 d 1 -17 64 		20 20	x	x			3		0	x	9	23	40000			+				1	8	2	8	
																											24			x		7	1	8	2	8																					1	1	1	1	1	1	2										x								x	strong		x	x	x	x	x	x	x	x	x	x	x	25001	40000	3	12001	25000	8	500	12000	25	ground	-25 0 -7 0 +17 65 d 10000 d 1 -17 64 		-20 -20	x	x			3		0	x	9	30	15000			+				1	8	2	8	
																											25			x		7	1	8	2	8																					1	1	1	1	1	1	2										x								x	strong		x	x	x	x	x	x	x	x	x	x	x	25001	40000	3	12001	25000	8	500	12000	25	ground	-25 0 -7 0 +17 65 d 10000 d 1 -17 64 		-20 60	x	x			3		0	x	10	23	100000				underground			1	8	2	8	
																											26			x		7	1	8	2	8																					1	1	1	1	1	1	2										x								x	strong		x	x	x	x	x	x	x	x	x	x	x	25001	40000	3	12001	25000	8	500	12000	25	ground	-25 0 -7 0 +17 65 d 10000 d 1 -17 64 		-60 20	x	x			3		0	x	10	24	100000				underground			1	8	2	8	
																											27			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20		-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-140 20		x			3		0	x	10	25	100000				underground			1	8	2	8	
																											28			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20		-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		100 20		x			3		0	x	10	26	100000				underground			1	8	2	8	
																											29			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20	ground	-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-20 -100		x			3		0	x	11	12	6000	x			ground			1	8	2	8	
																											30			x		8	1	8	2	8						1				x	x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	10000	15000	3	3000	6000	8	500	3000	20		-16 0 -16 1 -16 3 -16 4 -16 5 -16 24 -16 25 -16 27 -16 29 -16 32 -25 0 -84 0 -7 0 +16 2 500 d d d +16 6 500 d d d +16 23 500 d d d +16 26 500 100 d 10 +16 28 500 d d d +16 30 500 100 d d +16 31 500 100 d d 		-20 140		x			3		0	x	11	12	6000	x			ground			1	8	2	8	
																																																																																																																				11	12	6000	x			ground			1	8	2	8	
																																																																																																																				11	24	40000			+	ground			1	8	2	8	
																																																																																																																				11	29	6000	x			ground			1	8	2	8	
																																																																																																																				11	29	6000	x			ground			1	8	2	8	
																																																																																																																				11	29	6000	x			ground			1	8	2	8	
																																																																																																																				12	24	40000			+	ground			1	8	2	8	
																																																																																																																				12	29	6000	x			ground			1	8	2	8	
																																																																																																																				12	29	6000	x			ground			1	8	2	8	
																																																																																																																				12	29	6000	x			ground			1	8	2	8	
																																																																																																																				13	20	6000	x			ground			1	8	2	8	
																																																																																																																				13	20	6000	x			ground			1	8	2	8	
																																																																																																																				13	20	6000	x			ground			1	8	2	8	
																																																																																																																				13	23	40000			+	ground			1	8	2	8	
																																																																																																																				13	28	6000	x			ground			1	8	2	8	
																																																																																																																				13	28	6000	x			ground			1	8	2	8	
																																																																																																																				13	28	6000	x			ground			1	8	2	8	
																																																																																																																				14	19	6000	x			ground			1	8	2	8	
																																																																																																																				14	19	6000	x			ground			1	8	2	8	
																																																																																																																				14	19	6000	x			ground			1	8	2	8	
																																																																																																																				14	26	40000			+	ground			1	8	2	8	
																																																																																																																				14	27	6000	x			ground			1	8	2	8	
																																																																																																																				14	27	6000	x			ground			1	8	2	8	
																																																																																																																				14	27	6000	x			ground			1	8	2	8	
																																																																																																																				19	26	40000			+	ground			1	8	2	8	
																																																																																																																				19	27	6000	x			ground			1	8	2	8	
																																																																																																																				19	27	6000	x			ground			1	8	2	8	
																																																																																																																				19	27	6000	x			ground			1	8	2	8	
																																																																																																																				20	23	40000			+	ground			1	8	2	8	
																																																																																																																				20	28	6000	x			ground			1	8	2	8	
																																																																																																																				20	28	6000	x			ground			1	8	2	8	
																																																																																																																				20	28	6000	x			ground			1	8	2	8	
																																																																																																																				21	22	6000	x			ground			1	8	2	8	
																																																																																																																				21	22	6000	x			ground			1	8	2	8	
																																																																																																																				21	22	6000	x			ground			1	8	2	8	
																																																																																																																				21	25	40000			+	ground			1	8	2	8	
																																																																																																																				21	30	6000	x			ground			1	8	2	8	
																																																																																																																				21	30	6000	x			ground			1	8	2	8	
																																																																																																																				21	30	6000	x			ground			1	8	2	8	
																																																																																																																				22	25	40000			+	ground			1	8	2	8	
																																																																																																																				22	30	6000	x			ground			1	8	2	8	
																																																																																																																				22	30	6000	x			ground			1	8	2	8	
																																																																																																																				22	30	6000	x			ground			1	8	2	8	
														Eight Beams	9	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 	x		x	x		1			x		60	1	8	2	8																						4		4	4	4	4									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	85000	95000	2	70000	80000	3	60000	70000	4				-538.357 -141.503					3		1	x	1	2	80000			+	random			1	8	2	8	
																											2			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-619.53 -217.869			x		3		1	x	1	3	80000			+	random			1	8	2	8	
																											3			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-541.07 -225.455			x		3		1	x	1	4	80000			+	random			1	8	2	8	
																											4			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-459.254 -222.825			x		3		1	x	1	5	80000			+	random			1	8	2	8	
																											5			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-452.634 -140.391			x		3		1	x	1	6	80000			+	random			1	8	2	8	
																											6			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-459.174 -63.2829			x		3		1	x	1	7	80000			+	random			1	8	2	8	
																											7			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-540.104 -58.5511			x		3		1	x	1	8	80000			+	random			1	8	2	8	
																											8			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-617.997 -64.2574			x		3		1	x	1	9	80000			+	random			1	8	2	8	
																											9			x		50	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	45000	60000	1	30000	40000	6	20000	30000	9				-624.201 -140.386			x		3		1	x	2	3	6000					x		1	8	2	8	
																											10			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-698.258 -291.722			x		3		1	x	2	9	6000					x		1	8	2	8	
																											11			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-539.655 -319.76			x		3		1	x	2	10	40000			+				1	8	2	8	
																											12			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-381.604 -288.986			x		3		1	x	3	4	6000					x		1	8	2	8	
																											13			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-365.162 -141.526			x		3		1	x	3	11	40000			+				1	8	2	8	
																											14			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-377.776 19.7428			x		3		1	x	4	5	6000					x		1	8	2	8	
																											15			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-539.461 28.0687			x		3		1	x	4	12	40000			+				1	8	2	8	
																											16			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-698.019 19.2376			x		3		1	x	5	6	6000					x		1	8	2	8	
																											17			x		40	1	8	2	8																					1	1	1	1	1	1	1									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	22500	30000	1	15000	22500	6	4500	9000	9				-729.162 -139.117			x		3		1	x	5	13	40000			+				1	8	2	8	
																											18			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-771.122 -359.569			x		3		1	x	6	7	6000					x		1	8	2	8	
																											19			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-538.294 -409.586			x		3		1	x	6	14	40000			+				1	8	2	8	
																											20			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-307.878 -364.906			x		3		1	x	7	8	6000					x		1	8	2	8	
																											21			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-280.535 -140			x		3		1	x	7	15	40000			+				1	8	2	8	
																											22			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-305.488 92.4014			x		3		1	x	8	9	6000					x		1	8	2	8	
																											23			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-540.638 106.396			x		3		1	x	8	16	40000			+				1	8	2	8	
																											24			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-778.164 94.6254			x		3		1	x	9	17	40000			+				1	8	2	8	
																											25			x		35	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1								x											strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-834.428 -136.6			x		3		1	x	10	11	6000					x		1	8	2	8	
																											26	x				30	1	8	2	8	1		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-850.017 -434.849			x		3		1	x	10	17	6000					x		1	8	2	8	
																											27	x				30	1	8	2	8	2		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-537.324 -486.964			x		3		1	x	10	18	20000							1	8	2	8	
																											28	x				30	1	8	2	8	3		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-234.658 -431.995			x		3		1	x	11	12	6000					x		1	8	2	8	
																											29	x				30	1	8	2	8	4		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-184.091 -141.109			x		3		1	x	11	19	20000							1	8	2	8	
																											30	x				30	1	8	2	8	5		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-236.473 164.888			x		3		1	x	12	13	6000					x		1	8	2	8	
																											31	x				30	1	8	2	8	6		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-537.926 183.397			x		3		1	x	12	20	20000							1	8	2	8	
																											32	x				30	1	8	2	8	7		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-848.091 160.149			x		3		1	x	13	14	6000					x		1	8	2	8	
																											33	x				30	1	8	2	8	8		1			2				x	x	x	x	x	x	x	x	x	x	x	4	1	4	1	1	1	1								x											avg		x	x	x	x	x	x	x	x	x	x	x	12000	22000	1	5000	6000	6	300	3000	14				-921.014 -138.453			x		3		1	x	13	21	20000							1	8	2	8	
																																																																																																																				14	15	6000					x		1	8	2	8	
																																																																																																																				14	22	20000							1	8	2	8	
																																																																																																																				15	16	6000					x		1	8	2	8	
																																																																																																																				15	23	20000							1	8	2	8	
																																																																																																																				16	17	6000					x		1	8	2	8	
																																																																																																																				16	24	20000							1	8	2	8	
																																																																																																																				17	25	20000							1	8	2	8	
																																																																																																																				18	19	6000					x		1	8	2	8	
																																																																																																																				18	25	6000					x		1	8	2	8	
																																																																																																																				18	26	10000							1	8	2	8	
																																																																																																																				19	20	6000					x		1	8	2	8	
																																																																																																																				19	27	10000							1	8	2	8	
																																																																																																																				20	21	6000					x		1	8	2	8	
																																																																																																																				20	28	10000							1	8	2	8	
																																																																																																																				21	22	6000					x		1	8	2	8	
																																																																																																																				21	29	10000							1	8	2	8	
																																																																																																																				22	23	6000					x		1	8	2	8	
																																																																																																																				22	30	10000							1	8	2	8	
																																																																																																																				23	24	6000					x		1	8	2	8	
																																																																																																																				23	31	10000							1	8	2	8	
																																																																																																																				24	25	6000					x		1	8	2	8	
																																																																																																																				24	32	10000							1	8	2	8	
																																																																																																																				25	33	10000							1	8	2	8	
																																																																																																																				26	27	6000					x		1	8	2	8	
																																																																																																																				26	33	6000					x		1	8	2	8	
																																																																																																																				27	28	6000					x		1	8	2	8	
																																																																																																																				28	29	6000					x		1	8	2	8	
																																																																																																																				29	30	6000					x		1	8	2	8	
																																																																																																																				30	31	6000					x		1	8	2	8	
																																																																																																																				31	32	6000					x		1	8	2	8	
																																																																																																																				32	33	6000					x		1	8	2	8	
